x,y,label
-0.378142338718911,0.9407497921282493,0
0.9335661363297107,0.1538050084286805,0
2.048308857355257,0.49817159499878716,1
0.9478907713023955,0.16247260467490449,0
2.0007386621020546,0.18370021433575562,1
1.0817826180882075,-0.52175247060997,1
-1.0572749204232537,0.0890544832339378,0
0.7971804910994772,0.6467506390755454,0
0.42117322137266977,0.8171455340098115,0
1.9805557028468341,0.21499919338629103,1
1.7986538805080332,-0.030318865853854713,1
1.532820175698018,-0.3055295196540244,1
1.7586743895947898,-0.1377546118158835,1
0.5991731810777066,0.6484505481556126,0
-0.9935075984373624,0.19584461954869092,0
-1.000748987167758,0.2823407106863212,0
1.6707471757848036,-0.2504826788439058,1
1.9828886001760568,0.13075820607073538,1
0.011976324739331495,1.0623324117347233,0
0.5226635523741304,-0.41720764134024424,1
0.7482022544065046,0.6814275205837274,0
-0.8961744370200787,0.3710785513604497,0
0.9267475684908075,0.33262527661273805,0
-0.24951877801054673,0.958151002835491,0
0.9606529981316658,-0.44856926395105334,1
0.05095527214479911,0.09620761856470868,1
1.0659545927087581,-0.5515796593023854,1
-0.5793566284790768,0.8336551206776761,0
0.2379808501058489,-0.10455181118979553,1
1.610750155417978,-0.314494069311502,1
1.8774856813155991,0.16819722893799008,1
0.27302936497501623,0.989849408111987,0
1.0213398551464916,-0.46768337034616714,1
0.23375624495607206,-0.06797538425891425,1
0.9771099179725378,-0.5561233100080835,1
1.9281283628278487,0.04752730503906413,1
-0.3841513833430052,0.9953853477509412,0
-0.7842723463079931,0.6705406648685239,0
-0.30287348922337753,0.8944960928768266,0
0.2932881536173476,0.8885508190225722,0
1.2805189782482895,-0.3900620991535072,1
1.9622033982381235,-0.02102381887974082,1
2.0323567230689075,0.535571915082387,1
-0.9570900707267436,0.3405668075796547,0
0.44096091070767846,0.8892896571046566,0
-0.5582428151956995,0.8610196616059671,0
0.8268904617254856,-0.48659088844276055,1
-0.9834674533670901,0.17068488242283897,0
0.0880490348423168,-0.031296237567470506,1
1.3667742596772077,-0.43718897004917673,1
0.06167001667114122,0.394156418129523,1
1.2052346303106831,-0.49842057401001044,1
-0.8630166186876913,0.6870150797870773,0
1.7467953700636012,-0.01892354304556433,1
-0.5666489008473804,0.859516194899832,0
1.6812227621550426,-0.25794336483634556,1
-1.0280702911118442,0.1129648620355064,0
-0.5095514869521821,0.8509975413802302,0
1.9549126060865472,0.5369850827727037,1
0.8848754748482319,-0.5145188062873733,1
-0.36664162733975514,0.9423323384799664,0
0.9717816591803246,0.3028831638255403,0
0.6723548512147924,-0.5129497726128063,1
0.5554240245301321,0.8178709844511601,0
0.20593443942316358,-0.1821207186751595,1
0.21036314866323633,-0.15772412921375545,1
-0.45869974058260066,0.7343300096571064,0
1.418417372960262,-0.42675976294162704,1
-0.31045061576776734,0.927598334123402,0
0.8791583794251809,-0.4886786834306086,1
0.9233850630846105,0.012862406804073703,0
-0.41380354733721114,0.9218046477727023,0
-0.04236428284337854,0.24461368613771373,1
0.7570520877799096,-0.42661717633915397,1
0.8693559483950454,0.5035963538429788,0
-0.7378808927132887,0.7583661471063751,0
0.13837369444105913,-0.12500676112860631,1
0.7004370377009173,0.8272792187130191,0
0.8066483064292193,0.566525405052898,0
1.8702371311495802,0.027966368622319326,1
1.9398855632578207,0.28855880406797674,1
-0.1421702677655051,0.9559791876014845,0
-0.42731264616265396,0.9693454764084128,0
-0.5258919767354493,0.9343865941984297,0
0.06198477861501894,0.13437349629391399,1
0.5810075652338975,0.8270270168172444,0
1.8767646190733849,0.2276148523574302,1
-0.40852637941414915,0.8542221025490165,0
-0.798804204485853,0.6949757005082808,0
0.06836989865089971,0.9197688097075932,0
-0.7277984445176605,0.6412233004883771,0
-0.8074617531289031,0.6768647576754275,0
0.42189218841618004,0.7876853700900482,0
0.9770728835963984,0.16656417415663774,0
1.348959153572423,-0.42924138867970263,1
1.6821502256785281,-0.3721951627707979,1
-0.8576617114132933,0.3132928646407749,0
0.609822228477896,0.8321268968864601,0
1.0099094937881472,0.15386750092571067,0
0.2854460707947119,-0.1342730392136209,1
0.9134606912315335,-0.4602506601462614,1
1.8526922672840143,-0.1317107909005049,1
0.9017169510797846,0.5094929099486648,0
0.32570662057831784,-0.19939164789077457,1
0.7870405707162278,-0.5833380584786252,1
0.06712817736983112,0.04968963975567542,1
0.13474586705475441,1.0864094062623464,0
-0.19140633528707002,0.9819202354274722,0
-0.8397581474993482,0.597076470328884,0
0.8341092086371645,-0.44700313262881053,1
0.7092482961378361,0.7558412273780196,0
